Maxwell2 5097 4769
 0.0000  0.0000  0.0000 -0.0000 -0.0000 -0.0000
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9998 -0.9998 -0.9998
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9997  0.9997  0.9997 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
 0.9996  0.9996  0.9996 -0.9999 -0.9999 -0.9999
